"country_code","name","year","age","popM","popF","pop"
296,"Kiribati",1962,23,0.344,0.378,0.722
296,"Kiribati",1962,24,0.333,0.366,0.699
296,"Kiribati",1962,25,0.324,0.355,0.679
296,"Kiribati",1962,26,0.317,0.347,0.664
296,"Kiribati",1962,27,0.312,0.338,0.65
296,"Kiribati",1962,28,0.309,0.332,0.641
296,"Kiribati",1962,29,0.307,0.326,0.633
296,"Kiribati",1962,30,0.306,0.321,0.627
296,"Kiribati",1962,31,0.305,0.316,0.621
296,"Kiribati",1962,32,0.302,0.31,0.612
296,"Kiribati",1962,33,0.299,0.303,0.602
296,"Kiribati",1962,34,0.294,0.295,0.589
296,"Kiribati",1962,35,0.289,0.288,0.577
296,"Kiribati",1962,36,0.281,0.279,0.56
296,"Kiribati",1962,37,0.273,0.269,0.542
296,"Kiribati",1962,38,0.264,0.258,0.522
296,"Kiribati",1962,39,0.252,0.247,0.499
296,"Kiribati",1962,40,0.24,0.237,0.477
296,"Kiribati",1962,41,0.229,0.227,0.456
296,"Kiribati",1962,42,0.22,0.219,0.439
296,"Kiribati",1962,43,0.21,0.214,0.424
296,"Kiribati",1962,44,0.203,0.21,0.413
296,"Kiribati",1962,45,0.197,0.207,0.404
296,"Kiribati",1962,46,0.191,0.204,0.395
296,"Kiribati",1962,47,0.184,0.201,0.385
296,"Kiribati",1962,48,0.178,0.198,0.376
296,"Kiribati",1962,49,0.172,0.195,0.367
296,"Kiribati",1962,50,0.167,0.191,0.358
296,"Kiribati",1962,51,0.161,0.187,0.348
296,"Kiribati",1962,52,0.156,0.181,0.337
296,"Kiribati",1962,53,0.151,0.176,0.327
296,"Kiribati",1962,54,0.145,0.17,0.315
296,"Kiribati",1962,55,0.14,0.163,0.303
296,"Kiribati",1962,56,0.136,0.158,0.294
296,"Kiribati",1962,57,0.132,0.152,0.284
296,"Kiribati",1962,58,0.128,0.147,0.275
296,"Kiribati",1962,59,0.124,0.144,0.268
296,"Kiribati",1962,60,0.121,0.139,0.26
296,"Kiribati",1962,61,0.116,0.135,0.251
296,"Kiribati",1962,62,0.111,0.13,0.241
296,"Kiribati",1962,63,0.106,0.125,0.231
296,"Kiribati",1962,64,0.096,0.115,0.211
296,"Kiribati",1962,65,0.085,0.101,0.186
296,"Kiribati",1962,66,0.078,0.093,0.171
296,"Kiribati",1962,67,0.073,0.087,0.16
296,"Kiribati",1962,68,0.068,0.082,0.15
296,"Kiribati",1962,69,0.066,0.079,0.145
296,"Kiribati",1962,70,0.063,0.077,0.14
296,"Kiribati",1962,71,0.059,0.074,0.133
296,"Kiribati",1962,72,0.056,0.07,0.126
296,"Kiribati",1962,73,0.052,0.066,0.118
296,"Kiribati",1962,74,0.048,0.063,0.111
296,"Kiribati",1962,75,0.044,0.058,0.102
296,"Kiribati",1962,76,0.041,0.054,0.095
296,"Kiribati",1962,77,0.037,0.049,0.086
296,"Kiribati",1962,78,0.033,0.045,0.078
296,"Kiribati",1962,79,0.029,0.04,0.069
296,"Kiribati",1962,80,0.025,0.036,0.061
296,"Kiribati",1962,81,0.022,0.031,0.053
296,"Kiribati",1962,82,0.018,0.027,0.045
296,"Kiribati",1962,83,0.015,0.023,0.038
296,"Kiribati",1962,84,0.012,0.019,0.031
296,"Kiribati",1962,85,0.01,0.016,0.026
296,"Kiribati",1962,86,0.008,0.013,0.021
296,"Kiribati",1962,87,0.006,0.01,0.016
296,"Kiribati",1962,88,0.005,0.008,0.013
296,"Kiribati",1962,89,0.003,0.006,0.009
296,"Kiribati",1962,90,0.003,0.005,0.008
296,"Kiribati",1962,91,0.002,0.003,0.005
296,"Kiribati",1962,92,0.001,0.002,0.003
296,"Kiribati",1962,93,0.001,0.002,0.003
296,"Kiribati",1962,94,0.001,0.001,0.002
296,"Kiribati",1962,95,0,0.001,0.001
296,"Kiribati",1962,96,0,0.001,0.001
296,"Kiribati",1962,97,0,0,0
296,"Kiribati",1962,98,0,0,0
296,"Kiribati",1962,99,0,0,0
296,"Kiribati",1962,100,0,0,0
296,"Kiribati",1963,0,1.019,0.967,1.986
296,"Kiribati",1963,1,0.941,0.898,1.839
296,"Kiribati",1963,2,0.903,0.861,1.764
296,"Kiribati",1963,3,0.861,0.821,1.682
296,"Kiribati",1963,4,0.825,0.787,1.612
296,"Kiribati",1963,5,0.796,0.759,1.555
296,"Kiribati",1963,6,0.773,0.737,1.51
296,"Kiribati",1963,7,0.75,0.716,1.466
296,"Kiribati",1963,8,0.73,0.697,1.427
296,"Kiribati",1963,9,0.712,0.678,1.39
296,"Kiribati",1963,10,0.692,0.659,1.351
296,"Kiribati",1963,11,0.672,0.64,1.312
296,"Kiribati",1963,12,0.654,0.623,1.277
296,"Kiribati",1963,13,0.636,0.605,1.241
296,"Kiribati",1963,14,0.62,0.591,1.211
296,"Kiribati",1963,15,0.572,0.563,1.135
296,"Kiribati",1963,16,0.517,0.521,1.038
296,"Kiribati",1963,17,0.486,0.495,0.981
296,"Kiribati",1963,18,0.458,0.473,0.931
296,"Kiribati",1963,19,0.433,0.453,0.886
296,"Kiribati",1963,20,0.41,0.434,0.844
296,"Kiribati",1963,21,0.389,0.418,0.807
296,"Kiribati",1963,22,0.371,0.403,0.774
296,"Kiribati",1963,23,0.356,0.388,0.744
296,"Kiribati",1963,24,0.342,0.376,0.718
296,"Kiribati",1963,25,0.331,0.364,0.695
296,"Kiribati",1963,26,0.322,0.353,0.675
296,"Kiribati",1963,27,0.315,0.344,0.659
296,"Kiribati",1963,28,0.31,0.336,0.646
296,"Kiribati",1963,29,0.307,0.329,0.636
296,"Kiribati",1963,30,0.305,0.324,0.629
296,"Kiribati",1963,31,0.304,0.319,0.623
296,"Kiribati",1963,32,0.303,0.314,0.617
296,"Kiribati",1963,33,0.3,0.307,0.607
296,"Kiribati",1963,34,0.296,0.301,0.597
296,"Kiribati",1963,35,0.292,0.293,0.585
296,"Kiribati",1963,36,0.287,0.285,0.572
296,"Kiribati",1963,37,0.279,0.276,0.555
296,"Kiribati",1963,38,0.271,0.267,0.538
296,"Kiribati",1963,39,0.261,0.256,0.517
296,"Kiribati",1963,40,0.249,0.245,0.494
296,"Kiribati",1963,41,0.238,0.234,0.472
296,"Kiribati",1963,42,0.227,0.225,0.452
296,"Kiribati",1963,43,0.217,0.217,0.434
296,"Kiribati",1963,44,0.208,0.212,0.42
296,"Kiribati",1963,45,0.201,0.208,0.409
296,"Kiribati",1963,46,0.194,0.205,0.399
296,"Kiribati",1963,47,0.188,0.202,0.39
296,"Kiribati",1963,48,0.182,0.199,0.381
296,"Kiribati",1963,49,0.175,0.196,0.371
296,"Kiribati",1963,50,0.17,0.192,0.362
296,"Kiribati",1963,51,0.164,0.189,0.353
296,"Kiribati",1963,52,0.158,0.184,0.342
296,"Kiribati",1963,53,0.153,0.179,0.332
296,"Kiribati",1963,54,0.148,0.173,0.321
296,"Kiribati",1963,55,0.142,0.167,0.309
296,"Kiribati",1963,56,0.137,0.16,0.297
296,"Kiribati",1963,57,0.133,0.155,0.288
296,"Kiribati",1963,58,0.129,0.149,0.278
296,"Kiribati",1963,59,0.124,0.144,0.268
296,"Kiribati",1963,60,0.121,0.14,0.261
296,"Kiribati",1963,61,0.117,0.136,0.253
296,"Kiribati",1963,62,0.112,0.131,0.243
296,"Kiribati",1963,63,0.107,0.126,0.233
296,"Kiribati",1963,64,0.101,0.121,0.222
296,"Kiribati",1963,65,0.092,0.111,0.203
296,"Kiribati",1963,66,0.081,0.097,0.178
296,"Kiribati",1963,67,0.074,0.089,0.163
296,"Kiribati",1963,68,0.069,0.083,0.152
296,"Kiribati",1963,69,0.064,0.078,0.142
296,"Kiribati",1963,70,0.062,0.075,0.137
296,"Kiribati",1963,71,0.058,0.072,0.13
296,"Kiribati",1963,72,0.055,0.069,0.124
296,"Kiribati",1963,73,0.051,0.065,0.116
296,"Kiribati",1963,74,0.048,0.062,0.11
296,"Kiribati",1963,75,0.044,0.057,0.101
296,"Kiribati",1963,76,0.04,0.053,0.093
296,"Kiribati",1963,77,0.036,0.049,0.085
296,"Kiribati",1963,78,0.032,0.044,0.076
296,"Kiribati",1963,79,0.028,0.04,0.068
296,"Kiribati",1963,80,0.025,0.035,0.06
296,"Kiribati",1963,81,0.021,0.031,0.052
296,"Kiribati",1963,82,0.018,0.027,0.045
296,"Kiribati",1963,83,0.015,0.023,0.038
296,"Kiribati",1963,84,0.012,0.019,0.031
296,"Kiribati",1963,85,0.01,0.016,0.026
296,"Kiribati",1963,86,0.008,0.013,0.021
296,"Kiribati",1963,87,0.006,0.01,0.016
296,"Kiribati",1963,88,0.005,0.008,0.013
296,"Kiribati",1963,89,0.003,0.006,0.009
296,"Kiribati",1963,90,0.003,0.005,0.008
296,"Kiribati",1963,91,0.002,0.003,0.005
296,"Kiribati",1963,92,0.001,0.002,0.003
296,"Kiribati",1963,93,0.001,0.002,0.003
296,"Kiribati",1963,94,0.001,0.001,0.002
296,"Kiribati",1963,95,0,0.001,0.001
296,"Kiribati",1963,96,0,0.001,0.001
296,"Kiribati",1963,97,0,0,0
296,"Kiribati",1963,98,0,0,0
296,"Kiribati",1963,99,0,0,0
296,"Kiribati",1963,100,0,0,0
296,"Kiribati",1964,0,1.038,0.984,2.022
296,"Kiribati",1964,1,0.958,0.914,1.872
296,"Kiribati",1964,2,0.92,0.877,1.797
296,"Kiribati",1964,3,0.889,0.848,1.737
296,"Kiribati",1964,4,0.852,0.812,1.664
296,"Kiribati",1964,5,0.819,0.781,1.6
296,"Kiribati",1964,6,0.792,0.756,1.548
296,"Kiribati",1964,7,0.77,0.734,1.504
296,"Kiribati",1964,8,0.748,0.713,1.461
296,"Kiribati",1964,9,0.728,0.694,1.422
296,"Kiribati",1964,10,0.71,0.677,1.387
296,"Kiribati",1964,11,0.69,0.658,1.348
296,"Kiribati",1964,12,0.67,0.638,1.308
296,"Kiribati",1964,13,0.652,0.621,1.273
296,"Kiribati",1964,14,0.634,0.603,1.237
296,"Kiribati",1964,15,0.618,0.589,1.207
296,"Kiribati",1964,16,0.57,0.561,1.131
296,"Kiribati",1964,17,0.516,0.519,1.035
296,"Kiribati",1964,18,0.484,0.493,0.977
296,"Kiribati",1964,19,0.456,0.471,0.927
296,"Kiribati",1964,20,0.431,0.451,0.882
296,"Kiribati",1964,21,0.408,0.432,0.84
296,"Kiribati",1964,22,0.387,0.416,0.803
296,"Kiribati",1964,23,0.369,0.401,0.77
296,"Kiribati",1964,24,0.354,0.386,0.74
296,"Kiribati",1964,25,0.34,0.374,0.714
296,"Kiribati",1964,26,0.328,0.361,0.689
296,"Kiribati",1964,27,0.32,0.351,0.671
296,"Kiribati",1964,28,0.313,0.342,0.655
296,"Kiribati",1964,29,0.308,0.334,0.642
296,"Kiribati",1964,30,0.305,0.327,0.632
296,"Kiribati",1964,31,0.303,0.322,0.625
296,"Kiribati",1964,32,0.302,0.317,0.619
296,"Kiribati",1964,33,0.301,0.312,0.613
296,"Kiribati",1964,34,0.298,0.305,0.603
296,"Kiribati",1964,35,0.294,0.299,0.593
296,"Kiribati",1964,36,0.29,0.291,0.581
296,"Kiribati",1964,37,0.284,0.283,0.567
296,"Kiribati",1964,38,0.276,0.274,0.55
296,"Kiribati",1964,39,0.268,0.265,0.533
296,"Kiribati",1964,40,0.258,0.254,0.512
296,"Kiribati",1964,41,0.247,0.243,0.49
296,"Kiribati",1964,42,0.235,0.232,0.467
296,"Kiribati",1964,43,0.224,0.223,0.447
296,"Kiribati",1964,44,0.214,0.215,0.429
296,"Kiribati",1964,45,0.205,0.21,0.415
296,"Kiribati",1964,46,0.198,0.206,0.404
296,"Kiribati",1964,47,0.192,0.203,0.395
296,"Kiribati",1964,48,0.185,0.199,0.384
296,"Kiribati",1964,49,0.179,0.197,0.376
296,"Kiribati",1964,50,0.172,0.193,0.365
296,"Kiribati",1964,51,0.167,0.19,0.357
296,"Kiribati",1964,52,0.161,0.186,0.347
296,"Kiribati",1964,53,0.155,0.181,0.336
296,"Kiribati",1964,54,0.15,0.176,0.326
296,"Kiribati",1964,55,0.145,0.17,0.315
296,"Kiribati",1964,56,0.139,0.164,0.303
296,"Kiribati",1964,57,0.134,0.157,0.291
296,"Kiribati",1964,58,0.13,0.152,0.282
296,"Kiribati",1964,59,0.125,0.146,0.271
296,"Kiribati",1964,60,0.121,0.141,0.262
296,"Kiribati",1964,61,0.117,0.137,0.254
296,"Kiribati",1964,62,0.113,0.132,0.245
296,"Kiribati",1964,63,0.108,0.127,0.235
296,"Kiribati",1964,64,0.102,0.122,0.224
296,"Kiribati",1964,65,0.097,0.117,0.214
296,"Kiribati",1964,66,0.088,0.107,0.195
296,"Kiribati",1964,67,0.077,0.094,0.171
296,"Kiribati",1964,68,0.07,0.086,0.156
296,"Kiribati",1964,69,0.065,0.08,0.145
296,"Kiribati",1964,70,0.06,0.074,0.134
296,"Kiribati",1964,71,0.058,0.071,0.129
296,"Kiribati",1964,72,0.054,0.068,0.122
296,"Kiribati",1964,73,0.051,0.064,0.115
296,"Kiribati",1964,74,0.047,0.06,0.107
296,"Kiribati",1964,75,0.043,0.057,0.1
296,"Kiribati",1964,76,0.039,0.052,0.091
296,"Kiribati",1964,77,0.036,0.048,0.084
296,"Kiribati",1964,78,0.032,0.044,0.076
296,"Kiribati",1964,79,0.028,0.039,0.067
296,"Kiribati",1964,80,0.024,0.035,0.059
296,"Kiribati",1964,81,0.021,0.031,0.052
296,"Kiribati",1964,82,0.018,0.026,0.044
296,"Kiribati",1964,83,0.015,0.022,0.037
296,"Kiribati",1964,84,0.012,0.019,0.031
296,"Kiribati",1964,85,0.01,0.016,0.026
296,"Kiribati",1964,86,0.008,0.013,0.021
296,"Kiribati",1964,87,0.006,0.01,0.016
296,"Kiribati",1964,88,0.005,0.008,0.013
296,"Kiribati",1964,89,0.003,0.006,0.009
296,"Kiribati",1964,90,0.003,0.005,0.008
296,"Kiribati",1964,91,0.002,0.003,0.005
296,"Kiribati",1964,92,0.001,0.002,0.003
296,"Kiribati",1964,93,0.001,0.002,0.003
296,"Kiribati",1964,94,0.001,0.001,0.002
296,"Kiribati",1964,95,0,0.001,0.001
296,"Kiribati",1964,96,0,0.001,0.001
296,"Kiribati",1964,97,0,0,0
296,"Kiribati",1964,98,0,0,0
296,"Kiribati",1964,99,0,0,0
296,"Kiribati",1964,100,0,0,0
296,"Kiribati",1965,0,1.064,1.009,2.073
296,"Kiribati",1965,1,0.978,0.932,1.91
296,"Kiribati",1965,2,0.938,0.894,1.832
296,"Kiribati",1965,3,0.907,0.864,1.771
296,"Kiribati",1965,4,0.881,0.84,1.721
296,"Kiribati",1965,5,0.847,0.807,1.654
296,"Kiribati",1965,6,0.816,0.777,1.593
296,"Kiribati",1965,7,0.789,0.753,1.542
296,"Kiribati",1965,8,0.767,0.732,1.499
296,"Kiribati",1965,9,0.746,0.711,1.457
296,"Kiribati",1965,10,0.727,0.693,1.42
296,"Kiribati",1965,11,0.708,0.675,1.383
296,"Kiribati",1965,12,0.688,0.656,1.344
296,"Kiribati",1965,13,0.668,0.637,1.305
296,"Kiribati",1965,14,0.65,0.619,1.269
296,"Kiribati",1965,15,0.632,0.601,1.233
296,"Kiribati",1965,16,0.616,0.587,1.203
296,"Kiribati",1965,17,0.568,0.559,1.127
296,"Kiribati",1965,18,0.513,0.516,1.029
296,"Kiribati",1965,19,0.482,0.491,0.973
296,"Kiribati",1965,20,0.454,0.468,0.922
296,"Kiribati",1965,21,0.429,0.448,0.877
296,"Kiribati",1965,22,0.406,0.43,0.836
296,"Kiribati",1965,23,0.385,0.413,0.798
296,"Kiribati",1965,24,0.367,0.398,0.765
296,"Kiribati",1965,25,0.351,0.384,0.735
296,"Kiribati",1965,26,0.338,0.372,0.71
296,"Kiribati",1965,27,0.326,0.359,0.685
296,"Kiribati",1965,28,0.318,0.349,0.667
296,"Kiribati",1965,29,0.311,0.34,0.651
296,"Kiribati",1965,30,0.306,0.332,0.638
296,"Kiribati",1965,31,0.303,0.325,0.628
296,"Kiribati",1965,32,0.301,0.319,0.62
296,"Kiribati",1965,33,0.3,0.315,0.615
296,"Kiribati",1965,34,0.298,0.309,0.607
296,"Kiribati",1965,35,0.296,0.303,0.599
296,"Kiribati",1965,36,0.292,0.297,0.589
296,"Kiribati",1965,37,0.287,0.289,0.576
296,"Kiribati",1965,38,0.282,0.281,0.563
296,"Kiribati",1965,39,0.274,0.272,0.546
296,"Kiribati",1965,40,0.266,0.263,0.529
296,"Kiribati",1965,41,0.256,0.252,0.508
296,"Kiribati",1965,42,0.244,0.241,0.485
296,"Kiribati",1965,43,0.233,0.23,0.463
296,"Kiribati",1965,44,0.222,0.221,0.443
296,"Kiribati",1965,45,0.212,0.213,0.425
296,"Kiribati",1965,46,0.203,0.208,0.411
296,"Kiribati",1965,47,0.196,0.204,0.4
296,"Kiribati",1965,48,0.189,0.201,0.39
296,"Kiribati",1965,49,0.183,0.197,0.38
296,"Kiribati",1965,50,0.176,0.195,0.371
296,"Kiribati",1965,51,0.17,0.191,0.361
296,"Kiribati",1965,52,0.164,0.187,0.351
296,"Kiribati",1965,53,0.158,0.183,0.341
296,"Kiribati",1965,54,0.152,0.179,0.331
296,"Kiribati",1965,55,0.146,0.173,0.319
296,"Kiribati",1965,56,0.141,0.168,0.309
296,"Kiribati",1965,57,0.136,0.161,0.297
296,"Kiribati",1965,58,0.13,0.154,0.284
296,"Kiribati",1965,59,0.126,0.149,0.275
296,"Kiribati",1965,60,0.122,0.143,0.265
296,"Kiribati",1965,61,0.117,0.137,0.254
296,"Kiribati",1965,62,0.113,0.133,0.246
296,"Kiribati",1965,63,0.109,0.128,0.237
296,"Kiribati",1965,64,0.104,0.123,0.227
296,"Kiribati",1965,65,0.098,0.118,0.216
296,"Kiribati",1965,66,0.093,0.113,0.206
296,"Kiribati",1965,67,0.084,0.103,0.187
296,"Kiribati",1965,68,0.073,0.09,0.163
296,"Kiribati",1965,69,0.066,0.082,0.148
296,"Kiribati",1965,70,0.061,0.076,0.137
296,"Kiribati",1965,71,0.056,0.07,0.126
296,"Kiribati",1965,72,0.053,0.067,0.12
296,"Kiribati",1965,73,0.05,0.063,0.113
296,"Kiribati",1965,74,0.046,0.06,0.106
296,"Kiribati",1965,75,0.042,0.055,0.097
296,"Kiribati",1965,76,0.039,0.052,0.091
296,"Kiribati",1965,77,0.035,0.048,0.083
296,"Kiribati",1965,78,0.031,0.043,0.074
296,"Kiribati",1965,79,0.028,0.039,0.067
296,"Kiribati",1965,80,0.024,0.035,0.059
296,"Kiribati",1965,81,0.021,0.03,0.051
296,"Kiribati",1965,82,0.018,0.026,0.044
296,"Kiribati",1965,83,0.015,0.022,0.037
296,"Kiribati",1965,84,0.012,0.019,0.031
296,"Kiribati",1965,85,0.01,0.016,0.026
296,"Kiribati",1965,86,0.008,0.013,0.021
296,"Kiribati",1965,87,0.006,0.01,0.016
296,"Kiribati",1965,88,0.005,0.008,0.013
296,"Kiribati",1965,89,0.003,0.006,0.009
296,"Kiribati",1965,90,0.002,0.005,0.007
296,"Kiribati",1965,91,0.002,0.003,0.005
296,"Kiribati",1965,92,0.001,0.002,0.003
296,"Kiribati",1965,93,0.001,0.002,0.003
296,"Kiribati",1965,94,0.001,0.001,0.002
296,"Kiribati",1965,95,0,0.001,0.001
296,"Kiribati",1965,96,0,0.001,0.001
296,"Kiribati",1965,97,0,0,0
296,"Kiribati",1965,98,0,0,0
296,"Kiribati",1965,99,0,0,0
296,"Kiribati",1965,100,0,0,0
296,"Kiribati",1966,0,1.118,1.046,2.164
296,"Kiribati",1966,1,1.006,0.956,1.962
296,"Kiribati",1966,2,0.955,0.909,1.864
296,"Kiribati",1966,3,0.929,0.883,1.812
296,"Kiribati",1966,4,0.9,0.857,1.757
296,"Kiribati",1966,5,0.874,0.833,1.707
296,"Kiribati",1966,6,0.842,0.802,1.644
296,"Kiribati",1966,7,0.811,0.774,1.585
296,"Kiribati",1966,8,0.782,0.748,1.53
296,"Kiribati",1966,9,0.756,0.725,1.481
296,"Kiribati",1966,10,0.731,0.702,1.433
296,"Kiribati",1966,11,0.707,0.681,1.388
296,"Kiribati",1966,12,0.684,0.661,1.345
296,"Kiribati",1966,13,0.659,0.64,1.299
296,"Kiribati",1966,14,0.637,0.619,1.256
296,"Kiribati",1966,15,0.614,0.599,1.213
296,"Kiribati",1966,16,0.592,0.579,1.171
296,"Kiribati",1966,17,0.572,0.562,1.134
296,"Kiribati",1966,18,0.532,0.535,1.067
296,"Kiribati",1966,19,0.487,0.499,0.986
296,"Kiribati",1966,20,0.459,0.475,0.934
296,"Kiribati",1966,21,0.432,0.453,0.885
296,"Kiribati",1966,22,0.409,0.433,0.842
296,"Kiribati",1966,23,0.389,0.416,0.805
296,"Kiribati",1966,24,0.369,0.4,0.769
296,"Kiribati",1966,25,0.353,0.385,0.738
296,"Kiribati",1966,26,0.339,0.372,0.711
296,"Kiribati",1966,27,0.328,0.361,0.689
296,"Kiribati",1966,28,0.319,0.35,0.669
296,"Kiribati",1966,29,0.312,0.342,0.654
296,"Kiribati",1966,30,0.307,0.333,0.64
296,"Kiribati",1966,31,0.303,0.326,0.629
296,"Kiribati",1966,32,0.3,0.319,0.619
296,"Kiribati",1966,33,0.299,0.313,0.612
296,"Kiribati",1966,34,0.297,0.308,0.605
296,"Kiribati",1966,35,0.295,0.301,0.596
296,"Kiribati",1966,36,0.291,0.294,0.585
296,"Kiribati",1966,37,0.285,0.287,0.572
296,"Kiribati",1966,38,0.279,0.278,0.557
296,"Kiribati",1966,39,0.272,0.269,0.541
296,"Kiribati",1966,40,0.263,0.261,0.524
296,"Kiribati",1966,41,0.255,0.251,0.506
296,"Kiribati",1966,42,0.245,0.243,0.488
296,"Kiribati",1966,43,0.236,0.234,0.47
296,"Kiribati",1966,44,0.225,0.225,0.45
296,"Kiribati",1966,45,0.215,0.218,0.433
296,"Kiribati",1966,46,0.206,0.212,0.418
296,"Kiribati",1966,47,0.198,0.208,0.406
296,"Kiribati",1966,48,0.192,0.205,0.397
296,"Kiribati",1966,49,0.185,0.201,0.386
296,"Kiribati",1966,50,0.179,0.198,0.377
296,"Kiribati",1966,51,0.172,0.194,0.366
296,"Kiribati",1966,52,0.165,0.188,0.353
296,"Kiribati",1966,53,0.158,0.183,0.341
296,"Kiribati",1966,54,0.152,0.178,0.33
296,"Kiribati",1966,55,0.145,0.172,0.317
296,"Kiribati",1966,56,0.139,0.165,0.304
296,"Kiribati",1966,57,0.134,0.16,0.294
296,"Kiribati",1966,58,0.129,0.153,0.282
296,"Kiribati",1966,59,0.124,0.146,0.27
296,"Kiribati",1966,60,0.12,0.141,0.261
296,"Kiribati",1966,61,0.116,0.135,0.251
296,"Kiribati",1966,62,0.111,0.13,0.241
296,"Kiribati",1966,63,0.107,0.126,0.233
296,"Kiribati",1966,64,0.102,0.121,0.223
296,"Kiribati",1966,65,0.097,0.116,0.213
296,"Kiribati",1966,66,0.092,0.111,0.203
296,"Kiribati",1966,67,0.086,0.106,0.192
296,"Kiribati",1966,68,0.078,0.098,0.176
296,"Kiribati",1966,69,0.07,0.087,0.157
296,"Kiribati",1966,70,0.063,0.08,0.143
296,"Kiribati",1966,71,0.059,0.074,0.133
296,"Kiribati",1966,72,0.054,0.069,0.123
296,"Kiribati",1966,73,0.051,0.065,0.116
296,"Kiribati",1966,74,0.048,0.062,0.11
296,"Kiribati",1966,75,0.044,0.058,0.102
296,"Kiribati",1966,76,0.04,0.054,0.094
296,"Kiribati",1966,77,0.037,0.05,0.087
296,"Kiribati",1966,78,0.033,0.046,0.079
296,"Kiribati",1966,79,0.029,0.041,0.07
296,"Kiribati",1966,80,0.026,0.036,0.062
296,"Kiribati",1966,81,0.023,0.032,0.055
296,"Kiribati",1966,82,0.019,0.028,0.047
296,"Kiribati",1966,83,0.016,0.024,0.04
296,"Kiribati",1966,84,0.013,0.02,0.033
296,"Kiribati",1966,85,0.011,0.016,0.027
296,"Kiribati",1966,86,0.009,0.014,0.023
296,"Kiribati",1966,87,0.006,0.011,0.017
296,"Kiribati",1966,88,0.005,0.009,0.014
296,"Kiribati",1966,89,0.003,0.007,0.01
296,"Kiribati",1966,90,0.002,0.006,0.008
296,"Kiribati",1966,91,0.002,0.003,0.005
296,"Kiribati",1966,92,0.001,0.002,0.003
296,"Kiribati",1966,93,0.001,0.002,0.003
296,"Kiribati",1966,94,0.001,0.001,0.002
296,"Kiribati",1966,95,0,0.001,0.001
296,"Kiribati",1966,96,0,0.001,0.001
296,"Kiribati",1966,97,0,0,0
296,"Kiribati",1966,98,0,0,0
296,"Kiribati",1966,99,0,0,0
296,"Kiribati",1966,100,0,0,0
296,"Kiribati",1967,0,1.102,1.026,2.128
296,"Kiribati",1967,1,1.042,0.979,2.021
296,"Kiribati",1967,2,0.984,0.931,1.915
296,"Kiribati",1967,3,0.952,0.901,1.853
296,"Kiribati",1967,4,0.926,0.877,1.803
296,"Kiribati",1967,5,0.898,0.852,1.75
296,"Kiribati",1967,6,0.87,0.828,1.698
296,"Kiribati",1967,7,0.838,0.8,1.638
296,"Kiribati",1967,8,0.806,0.77,1.576
296,"Kiribati",1967,9,0.775,0.745,1.52
296,"Kiribati",1967,10,0.746,0.718,1.464
296,"Kiribati",1967,11,0.717,0.694,1.411
296,"Kiribati",1967,12,0.687,0.669,1.356
296,"Kiribati",1967,13,0.661,0.647,1.308
296,"Kiribati",1967,14,0.631,0.624,1.255
296,"Kiribati",1967,15,0.605,0.601,1.206
296,"Kiribati",1967,16,0.578,0.579,1.157
296,"Kiribati",1967,17,0.552,0.557,1.109
296,"Kiribati",1967,18,0.528,0.536,1.064
296,"Kiribati",1967,19,0.495,0.51,1.005
296,"Kiribati",1967,20,0.461,0.481,0.942
296,"Kiribati",1967,21,0.435,0.458,0.893
296,"Kiribati",1967,22,0.411,0.438,0.849
296,"Kiribati",1967,23,0.39,0.418,0.808
296,"Kiribati",1967,24,0.371,0.401,0.772
296,"Kiribati",1967,25,0.353,0.386,0.739
296,"Kiribati",1967,26,0.339,0.372,0.711
296,"Kiribati",1967,27,0.327,0.36,0.687
296,"Kiribati",1967,28,0.318,0.35,0.668
296,"Kiribati",1967,29,0.311,0.341,0.652
296,"Kiribati",1967,30,0.306,0.335,0.641
296,"Kiribati",1967,31,0.302,0.326,0.628
296,"Kiribati",1967,32,0.3,0.32,0.62
296,"Kiribati",1967,33,0.297,0.313,0.61
296,"Kiribati",1967,34,0.297,0.307,0.604
296,"Kiribati",1967,35,0.295,0.301,0.596
296,"Kiribati",1967,36,0.292,0.293,0.585
296,"Kiribati",1967,37,0.287,0.285,0.572
296,"Kiribati",1967,38,0.279,0.277,0.556
296,"Kiribati",1967,39,0.271,0.267,0.538
296,"Kiribati",1967,40,0.263,0.257,0.52
296,"Kiribati",1967,41,0.253,0.249,0.502
296,"Kiribati",1967,42,0.245,0.24,0.485
296,"Kiribati",1967,43,0.235,0.234,0.469
296,"Kiribati",1967,44,0.227,0.227,0.454
296,"Kiribati",1967,45,0.218,0.22,0.438
296,"Kiribati",1967,46,0.209,0.215,0.424
296,"Kiribati",1967,47,0.201,0.211,0.412
296,"Kiribati",1967,48,0.194,0.208,0.402
296,"Kiribati",1967,49,0.188,0.206,0.394
296,"Kiribati",1967,50,0.182,0.202,0.384
296,"Kiribati",1967,51,0.175,0.199,0.374
296,"Kiribati",1967,52,0.168,0.194,0.362
296,"Kiribati",1967,53,0.16,0.186,0.346
296,"Kiribati",1967,54,0.152,0.178,0.33
296,"Kiribati",1967,55,0.146,0.172,0.318
296,"Kiribati",1967,56,0.138,0.164,0.302
296,"Kiribati",1967,57,0.132,0.157,0.289
296,"Kiribati",1967,58,0.127,0.151,0.278
296,"Kiribati",1967,59,0.123,0.145,0.268
296,"Kiribati",1967,60,0.117,0.138,0.255
