"country_code","name","year","age","pasfr","tfr","f_a"
296,"Kiribati",1954,36,3.40135,6.302606,0.214373689181
296,"Kiribati",1954,37,3.086696,6.302606,0.19454228729776
296,"Kiribati",1954,38,2.747557,6.302606,0.17316769233542
296,"Kiribati",1954,39,2.388422,6.302606,0.15053282827732
296,"Kiribati",1954,40,2.004937,6.302606,0.12636327965822
296,"Kiribati",1954,41,1.6297,6.302606,0.102713569982
296,"Kiribati",1954,42,1.263812,6.302606,0.07965309094072
296,"Kiribati",1954,43,0.942824,6.302606,0.05942248199344
296,"Kiribati",1954,44,0.676034,6.302606,0.04260775944604
296,"Kiribati",1954,45,0.468557,6.302606,0.02953130159542
296,"Kiribati",1954,46,0.319256,6.302606,0.02012144781136
296,"Kiribati",1954,47,0.214976,6.302606,0.01354909027456
296,"Kiribati",1954,48,0.146955,6.302606,0.0092619946473
296,"Kiribati",1954,49,0.089446,6.302606,0.00563742896276
296,"Kiribati",1954,50,0.039843,6.302606,0.00251114730858
296,"Kiribati",1954,51,0.011425,6.302606,0.0007200727355
296,"Kiribati",1954,52,0.004149,6.302606,0.00026149512294
296,"Kiribati",1954,53,0.002712,6.302606,0.00017092667472
296,"Kiribati",1954,54,0.001324,6.302606,8.344650344e-05
296,"Kiribati",1955,10,0.000377,6.324354,2.384281458e-05
296,"Kiribati",1955,11,0.004903,6.324354,0.00031008307662
296,"Kiribati",1955,12,0.022274,6.324354,0.00140868660996
296,"Kiribati",1955,13,0.08246,6.324354,0.0052150623084
296,"Kiribati",1955,14,0.208627,6.324354,0.01319431001958
296,"Kiribati",1955,15,0.43939,6.324354,0.0277885790406
296,"Kiribati",1955,16,0.846508,6.324354,0.05353616255832
296,"Kiribati",1955,17,1.495489,6.324354,0.09458001839106
296,"Kiribati",1955,18,2.362006,6.324354,0.14938162094124
296,"Kiribati",1955,19,3.258803,6.324354,0.20609823788262
296,"Kiribati",1955,20,4.102177,6.324354,0.25943619518658
296,"Kiribati",1955,21,4.678905,6.324354,0.2959105155237
296,"Kiribati",1955,22,4.967655,6.324354,0.3141720876987
296,"Kiribati",1955,23,5.060491,6.324354,0.32004336497814
296,"Kiribati",1955,24,4.999204,6.324354,0.31616735814216
296,"Kiribati",1955,25,4.872015,6.324354,0.3081234755331
296,"Kiribati",1955,26,4.722245,6.324354,0.2986514905473
296,"Kiribati",1955,27,4.61288,6.324354,0.2917348607952
296,"Kiribati",1955,28,4.55097,6.324354,0.2878194532338
296,"Kiribati",1955,29,4.500882,6.324354,0.28465171080228
296,"Kiribati",1955,30,4.44945,6.324354,0.281398969053
296,"Kiribati",1955,31,4.36453,6.324354,0.2760283276362
296,"Kiribati",1955,32,4.243089,6.324354,0.26834796889506
296,"Kiribati",1955,33,4.094015,6.324354,0.2589200014131
296,"Kiribati",1955,34,3.914437,6.324354,0.24756285298698
296,"Kiribati",1955,35,3.68762,6.324354,0.2332181429748
296,"Kiribati",1955,36,3.403628,6.324354,0.21525748356312
296,"Kiribati",1955,37,3.089056,6.324354,0.19536283669824
296,"Kiribati",1955,38,2.749812,6.324354,0.17390784521448
296,"Kiribati",1955,39,2.390382,6.324354,0.15117621963228
296,"Kiribati",1955,40,2.00623,6.324354,0.1268810872542
296,"Kiribati",1955,41,1.630694,6.324354,0.10313086121676
296,"Kiribati",1955,42,1.264645,6.324354,0.0799806266433
296,"Kiribati",1955,43,0.943611,6.324354,0.05967730002294
296,"Kiribati",1955,44,0.676866,6.324354,0.04280740194564
296,"Kiribati",1955,45,0.469697,6.324354,0.02970530100738
296,"Kiribati",1955,46,0.320352,6.324354,0.02026019452608
296,"Kiribati",1955,47,0.215981,6.324354,0.01365940301274
296,"Kiribati",1955,48,0.147802,6.324354,0.00934752169908
296,"Kiribati",1955,49,0.090036,6.324354,0.00569419536744
296,"Kiribati",1955,50,0.040095,6.324354,0.0025357497363
296,"Kiribati",1955,51,0.011495,6.324354,0.0007269844923
296,"Kiribati",1955,52,0.004169,6.324354,0.00026366231826
296,"Kiribati",1955,53,0.002721,6.324354,0.00017208567234
296,"Kiribati",1955,54,0.001328,6.324354,8.398742112e-05
296,"Kiribati",1956,10,0.000388,6.342691,2.460964108e-05
296,"Kiribati",1956,11,0.005045,6.342691,0.00031998876095
296,"Kiribati",1956,12,0.022693,6.342691,0.00143934686863
296,"Kiribati",1956,13,0.083171,6.342691,0.00527527953161
296,"Kiribati",1956,14,0.209611,6.342691,0.01329497803201
296,"Kiribati",1956,15,0.439777,6.342691,0.02789369619907
296,"Kiribati",1956,16,0.846368,6.342691,0.05368250696288
296,"Kiribati",1956,17,1.494247,6.342691,0.09477546998677
296,"Kiribati",1956,18,2.359235,6.342691,0.14963898601385
296,"Kiribati",1956,19,3.25497,6.342691,0.2064526892427
296,"Kiribati",1956,20,4.097996,6.342691,0.25992322347236
296,"Kiribati",1956,21,4.675113,6.342691,0.29652797149083
296,"Kiribati",1956,22,4.964875,6.342691,0.31490667978625
296,"Kiribati",1956,23,5.058681,6.342691,0.32085650450571
296,"Kiribati",1956,24,4.998142,6.342691,0.31701670280122
296,"Kiribati",1956,25,4.871389,6.342691,0.30897715167799
296,"Kiribati",1956,26,4.721723,6.342691,0.29948429976593
296,"Kiribati",1956,27,4.612326,6.342691,0.29254558609266
296,"Kiribati",1956,28,4.550318,6.342691,0.28861261025738
296,"Kiribati",1956,29,4.500188,6.342691,0.28543301925908
296,"Kiribati",1956,30,4.448747,6.342691,0.28217027558177
296,"Kiribati",1956,31,4.364031,6.342691,0.27679700147421
296,"Kiribati",1956,32,4.242972,6.342691,0.26911860317652
296,"Kiribati",1956,33,4.094533,6.342691,0.25970357608303
296,"Kiribati",1956,34,3.915768,6.342691,0.24836506451688
296,"Kiribati",1956,35,3.68969,6.342691,0.2340256355579
296,"Kiribati",1956,36,3.405994,6.342691,0.21603167489854
296,"Kiribati",1956,37,3.091508,6.342691,0.19608479968028
296,"Kiribati",1956,38,2.752159,6.342691,0.17456094119869
296,"Kiribati",1956,39,2.392425,6.342691,0.15174412515675
296,"Kiribati",1956,40,2.007582,6.342691,0.12733472283162
296,"Kiribati",1956,41,1.631736,6.342691,0.10349597241576
296,"Kiribati",1956,42,1.26552,6.342691,0.0802680231432
296,"Kiribati",1956,43,0.944437,6.342691,0.05990272059967
296,"Kiribati",1956,44,0.677736,6.342691,0.04298670027576
296,"Kiribati",1956,45,0.470888,6.342691,0.02986697079608
296,"Kiribati",1956,46,0.321493,6.342691,0.02039130757663
296,"Kiribati",1956,47,0.217025,6.342691,0.01376522514275
296,"Kiribati",1956,48,0.148682,6.342691,0.00943043983262
296,"Kiribati",1956,49,0.090648,6.342691,0.00574952253768
296,"Kiribati",1956,50,0.040356,6.342691,0.00255965637996
296,"Kiribati",1956,51,0.011565,6.342691,0.00073353221415
296,"Kiribati",1956,52,0.004189,6.342691,0.00026569532599
296,"Kiribati",1956,53,0.002729,6.342691,0.00017309203739
296,"Kiribati",1956,54,0.001331,6.342691,8.442121721e-05
296,"Kiribati",1957,10,0.000394,6.364463,2.507598422e-05
296,"Kiribati",1957,11,0.005124,6.364463,0.00032611508412
296,"Kiribati",1957,12,0.022951,6.364463,0.00146070790313
296,"Kiribati",1957,13,0.083749,6.364463,0.00533017411787
296,"Kiribati",1957,14,0.210664,6.364463,0.01340763233432
296,"Kiribati",1957,15,0.441179,6.364463,0.02807867421877
296,"Kiribati",1957,16,0.84819,6.364463,0.0539827387197
296,"Kiribati",1957,17,1.49559,6.364463,0.0951862721817
296,"Kiribati",1957,18,2.359161,6.364463,0.15014792895543
296,"Kiribati",1957,19,3.253189,6.364463,0.20704801022507
296,"Kiribati",1957,20,4.094563,6.364463,0.26059694714669
296,"Kiribati",1957,21,4.671011,6.364463,0.29728476682093
296,"Kiribati",1957,22,4.961132,6.364463,0.31574941052116
296,"Kiribati",1957,23,5.055632,6.364463,0.32176382805616
296,"Kiribati",1957,24,4.995901,6.364463,0.31796227066163
296,"Kiribati",1957,25,4.869801,6.364463,0.30993668281863
296,"Kiribati",1957,26,4.720513,6.364463,0.30043530329519
296,"Kiribati",1957,27,4.611288,6.364463,0.29348371858344
296,"Kiribati",1957,28,4.549286,6.364463,0.28953762423418
296,"Kiribati",1957,29,4.499127,6.364463,0.28634527323801
296,"Kiribati",1957,30,4.447608,6.364463,0.28306636554504
296,"Kiribati",1957,31,4.363053,6.364463,0.27768489385539
296,"Kiribati",1957,32,4.242366,6.364463,0.27000381439458
296,"Kiribati",1957,33,4.094572,6.364463,0.26059751994836
296,"Kiribati",1957,34,3.916652,6.364463,0.24927386737876
296,"Kiribati",1957,35,3.691371,6.364463,0.23493594148773
296,"Kiribati",1957,36,3.408028,6.364463,0.21690268108964
296,"Kiribati",1957,37,3.093693,6.364463,0.19689694631859
296,"Kiribati",1957,38,2.754303,6.364463,0.17529659534289
296,"Kiribati",1957,39,2.394304,6.364463,0.15238459218752
296,"Kiribati",1957,40,2.008774,6.364463,0.12784767798362
296,"Kiribati",1957,41,1.63264,6.364463,0.1039087687232
296,"Kiribati",1957,42,1.266286,6.364463,0.08059230394418
296,"Kiribati",1957,43,0.945185,6.364463,0.06015594960655
296,"Kiribati",1957,44,0.678559,6.364463,0.04318663648817
296,"Kiribati",1957,45,0.472076,6.364463,0.03004510235188
296,"Kiribati",1957,46,0.322654,6.364463,0.02053519444802
296,"Kiribati",1957,47,0.218096,6.364463,0.01388063922448
296,"Kiribati",1957,48,0.149576,6.364463,0.00951970917688
296,"Kiribati",1957,49,0.091259,6.364463,0.00580814528917
296,"Kiribati",1957,50,0.040598,6.364463,0.00258384468874
296,"Kiribati",1957,51,0.011616,6.364463,0.00073929602208
296,"Kiribati",1957,52,0.004204,6.364463,0.00026756202452
296,"Kiribati",1957,53,0.002741,6.364463,0.00017444993083
296,"Kiribati",1957,54,0.001338,6.364463,8.515651494e-05
296,"Kiribati",1958,10,0.000409,6.375554,2.607601586e-05
296,"Kiribati",1958,11,0.005314,6.375554,0.00033879693956
296,"Kiribati",1958,12,0.023541,6.375554,0.00150086916714
296,"Kiribati",1958,13,0.084923,6.375554,0.00541431172342
296,"Kiribati",1958,14,0.212614,6.375554,0.01355532038156
296,"Kiribati",1958,15,0.44309,6.375554,0.0282494422186
296,"Kiribati",1958,16,0.85038,6.375554,0.0542164361052
296,"Kiribati",1958,17,1.496966,6.375554,0.09543987569164
296,"Kiribati",1958,18,2.358666,6.375554,0.15037802450964
296,"Kiribati",1958,19,3.250798,6.375554,0.20725638192092
296,"Kiribati",1958,20,4.09066,6.375554,0.2608022372564
296,"Kiribati",1958,21,4.666632,6.375554,0.29752364314128
296,"Kiribati",1958,22,4.957307,6.375554,0.31605578473078
296,"Kiribati",1958,23,5.052603,6.375554,0.32213143267062
296,"Kiribati",1958,24,4.993674,6.375554,0.31837438245396
296,"Kiribati",1958,25,4.868167,6.375554,0.31037261589518
296,"Kiribati",1958,26,4.719178,6.375554,0.30087374174612
296,"Kiribati",1958,27,4.61006,6.375554,0.2939168647324
296,"Kiribati",1958,28,4.548025,6.375554,0.2899617898085
296,"Kiribati",1958,29,4.497845,6.375554,0.2867625368113
296,"Kiribati",1958,30,4.446299,6.375554,0.28347619374646
296,"Kiribati",1958,31,4.361953,6.375554,0.27809866896962
296,"Kiribati",1958,32,4.241674,6.375554,0.27043021637396
296,"Kiribati",1958,33,4.094558,6.375554,0.26105075635132
296,"Kiribati",1958,34,3.91751,6.375554,0.2497629655054
296,"Kiribati",1958,35,3.693047,6.375554,0.23545220573038
296,"Kiribati",1958,36,3.410066,6.375554,0.21741059926564
296,"Kiribati",1958,37,3.095881,6.375554,0.19737956493074
296,"Kiribati",1958,38,2.756442,6.375554,0.17573844818868
296,"Kiribati",1958,39,2.396176,6.375554,0.15276949481504
296,"Kiribati",1958,40,2.00996,6.375554,0.1281460851784
296,"Kiribati",1958,41,1.633543,6.375554,0.10414741607822
296,"Kiribati",1958,42,1.267059,6.375554,0.08078203075686
296,"Kiribati",1958,43,0.945948,6.375554,0.06030942555192
296,"Kiribati",1958,44,0.679409,6.375554,0.04331608767586
296,"Kiribati",1958,45,0.473288,6.375554,0.03017473201552
296,"Kiribati",1958,46,0.323858,6.375554,0.02064774167332
296,"Kiribati",1958,47,0.219213,6.375554,0.01397604319002
296,"Kiribati",1958,48,0.150506,6.375554,0.00959559130324
296,"Kiribati",1958,49,0.091893,6.375554,0.00585868783722
296,"Kiribati",1958,50,0.040855,6.375554,0.0026047325867
296,"Kiribati",1958,51,0.011677,6.375554,0.00074447344058
296,"Kiribati",1958,52,0.004226,6.375554,0.00026943091204
296,"Kiribati",1958,53,0.00276,6.375554,0.0001759652904
296,"Kiribati",1958,54,0.001347,6.375554,8.587871238e-05
296,"Kiribati",1959,10,0.000425,6.400147,2.720062475e-05
296,"Kiribati",1959,11,0.005526,6.400147,0.00035367212322
296,"Kiribati",1959,12,0.024196,6.400147,0.00154857956812
296,"Kiribati",1959,13,0.086213,6.400147,0.00551775873311
296,"Kiribati",1959,14,0.214738,6.400147,0.01374354766486
296,"Kiribati",1959,15,0.445113,6.400147,0.02848788631611
296,"Kiribati",1959,16,0.852662,6.400147,0.05457162141314
296,"Kiribati",1959,17,1.498372,6.400147,0.09589801060684
296,"Kiribati",1959,18,2.358108,6.400147,0.15092237841876
296,"Kiribati",1959,19,3.248295,6.400147,0.20789565499365
296,"Kiribati",1959,20,4.086655,6.400147,0.26155192738285
296,"Kiribati",1959,21,4.662173,6.400147,0.29838592539431
296,"Kiribati",1959,22,4.953426,6.400147,0.31702654553622
296,"Kiribati",1959,23,5.049525,6.400147,0.32317702280175
296,"Kiribati",1959,24,4.991389,6.400147,0.31945623334183
296,"Kiribati",1959,25,4.86646,6.400147,0.3114605936962
296,"Kiribati",1959,26,4.717754,6.400147,0.30194319109838
296,"Kiribati",1959,27,4.608734,6.400147,0.29496575083898
296,"Kiribati",1959,28,4.546667,6.400147,0.29099337160049
296,"Kiribati",1959,29,4.496477,6.400147,0.28778113782119
296,"Kiribati",1959,30,4.444924,6.400147,0.28448167003828
296,"Kiribati",1959,31,4.360807,6.400147,0.27909805838629
296,"Kiribati",1959,32,4.240954,6.400147,0.27142729020238
296,"Kiribati",1959,33,4.094536,6.400147,0.26205632296792
296,"Kiribati",1959,34,3.918379,6.400147,0.25078201601713
296,"Kiribati",1959,35,3.694749,6.400147,0.23646936728103
296,"Kiribati",1959,36,3.412137,6.400147,0.21838178384139
296,"Kiribati",1959,37,3.098104,6.400147,0.19828321021288
296,"Kiribati",1959,38,2.758613,6.400147,0.17655528716111
296,"Kiribati",1959,39,2.398076,6.400147,0.15348038917172
