"country_code","name","year","age","pasfr","tfr","f_a"
296,"Kiribati",1950,10,0.000354,6.129705,2.16991557e-05
296,"Kiribati",1950,11,0.004597,6.129705,0.00028178253885
296,"Kiribati",1950,12,0.021398,6.129705,0.0013116342759
296,"Kiribati",1950,13,0.081119,6.129705,0.00497235539895
296,"Kiribati",1950,14,0.207079,6.129705,0.01269333181695
296,"Kiribati",1950,15,0.439501,6.129705,0.02694011477205
296,"Kiribati",1950,16,0.848792,6.129705,0.0520284456636
296,"Kiribati",1950,17,1.501972,6.129705,0.0920664527826
296,"Kiribati",1950,18,2.374235,6.129705,0.14553360150675
296,"Kiribati",1950,19,3.275346,6.129705,0.2007690475293
296,"Kiribati",1950,20,4.120659,6.129705,0.25258424075595
296,"Kiribati",1950,21,4.695966,6.129705,0.2878488627003
296,"Kiribati",1950,22,4.98033,6.129705,0.3052795370265
296,"Kiribati",1950,23,5.068687,6.129705,0.31069556047335
296,"Kiribati",1950,24,5.003651,6.129705,0.30670904552955
296,"Kiribati",1950,25,4.874094,6.129705,0.2987675836227
296,"Kiribati",1950,26,4.723535,6.129705,0.28953876107175
296,"Kiribati",1950,27,4.614137,6.129705,0.28283298639585
296,"Kiribati",1950,28,4.552661,6.129705,0.27906468895005
296,"Kiribati",1950,29,4.502926,6.129705,0.2760160801683
296,"Kiribati",1950,30,4.451852,6.129705,0.2728853946366
296,"Kiribati",1950,31,4.366262,6.129705,0.2676389801271
296,"Kiribati",1950,32,4.24326,6.129705,0.260099320383
296,"Kiribati",1950,33,4.091394,6.129705,0.2507903825877
296,"Kiribati",1950,34,3.908139,6.129705,0.23955739168995
296,"Kiribati",1950,35,3.677951,6.129705,0.22544754634455
296,"Kiribati",1950,36,3.392632,6.129705,0.2079583333356
296,"Kiribati",1950,37,3.077671,6.129705,0.18865215317055
296,"Kiribati",1950,38,2.738905,6.129705,0.16788679673025
296,"Kiribati",1950,39,2.380906,6.129705,0.1459425141273
296,"Kiribati",1950,40,1.999999,6.129705,0.12259403870295
296,"Kiribati",1950,41,1.625945,6.129705,0.09966563196225
296,"Kiribati",1950,42,1.260699,6.129705,0.07727712963795
296,"Kiribati",1950,43,0.939922,6.129705,0.0576144458301
296,"Kiribati",1950,44,0.673004,6.129705,0.0412531598382
296,"Kiribati",1950,45,0.464333,6.129705,0.02846224311765
296,"Kiribati",1950,46,0.315273,6.129705,0.01932530484465
296,"Kiribati",1950,47,0.211351,6.129705,0.01295519281455
296,"Kiribati",1950,48,0.143884,6.129705,0.0088196647422
296,"Kiribati",1950,49,0.087303,6.129705,0.00535141635615
296,"Kiribati",1950,50,0.038949,6.129705,0.00238745880045
296,"Kiribati",1950,51,0.011201,6.129705,0.00068658825705
296,"Kiribati",1950,52,0.004099,6.129705,0.00025125660795
296,"Kiribati",1950,53,0.002706,6.129705,0.0001658698173
296,"Kiribati",1950,54,0.001323,6.129705,8.109599715e-05
296,"Kiribati",1951,10,0.00035,6.172256,2.1602896e-05
296,"Kiribati",1951,11,0.004549,6.172256,0.00028077592544
296,"Kiribati",1951,12,0.021245,6.172256,0.0013112957872
296,"Kiribati",1951,13,0.080793,6.172256,0.00498675079008
296,"Kiribati",1951,14,0.206482,6.172256,0.01274459763392
296,"Kiribati",1951,15,0.438957,6.172256,0.02709354976992
296,"Kiribati",1951,16,0.84795,6.172256,0.052337644752
296,"Kiribati",1951,17,1.500632,6.172256,0.09262284865792
296,"Kiribati",1951,18,2.372221,6.172256,0.14641955300576
296,"Kiribati",1951,19,3.272686,6.172256,0.20199855799616
296,"Kiribati",1951,20,4.117502,6.172256,0.25414276424512
296,"Kiribati",1951,21,4.692917,6.172256,0.28965885110752
296,"Kiribati",1951,22,4.977964,6.172256,0.30725268166784
296,"Kiribati",1951,23,5.067115,6.172256,0.3127553096144
296,"Kiribati",1951,24,5.002829,6.172256,0.30878741312224
296,"Kiribati",1951,25,4.873802,6.172256,0.30082353637312
296,"Kiribati",1951,26,4.723477,6.172256,0.29154509254112
296,"Kiribati",1951,27,4.614145,6.172256,0.2847968416112
296,"Kiribati",1951,28,4.552612,6.172256,0.28099886732672
296,"Kiribati",1951,29,4.502789,6.172256,0.27792366421984
296,"Kiribati",1951,30,4.451582,6.172256,0.27476303708992
296,"Kiribati",1951,31,4.366064,6.172256,0.26948464720384
296,"Kiribati",1951,32,4.243318,6.172256,0.26190844985408
296,"Kiribati",1951,33,4.091953,6.172256,0.25256581455968
296,"Kiribati",1951,34,3.909379,6.172256,0.24129687989024
296,"Kiribati",1951,35,3.679821,6.172256,0.22712797246176
296,"Kiribati",1951,36,3.394748,6.172256,0.20953253711488
296,"Kiribati",1951,37,3.07986,6.172256,0.1900968436416
296,"Kiribati",1951,38,2.741008,6.172256,0.16918203074048
296,"Kiribati",1951,39,2.382733,6.172256,0.14706838055648
296,"Kiribati",1951,40,2.001195,6.172256,0.1235188784592
296,"Kiribati",1951,41,1.626848,6.172256,0.10041322329088
296,"Kiribati",1951,42,1.261443,6.172256,0.07785949125408
296,"Kiribati",1951,43,0.94061,6.172256,0.0580568571616
296,"Kiribati",1951,44,0.673718,6.172256,0.04158359967808
296,"Kiribati",1951,45,0.465343,6.172256,0.02872216123808
296,"Kiribati",1951,46,0.316211,6.172256,0.01951735242016
296,"Kiribati",1951,47,0.2122,6.172256,0.013097527232
296,"Kiribati",1951,48,0.144608,6.172256,0.00892557595648
296,"Kiribati",1951,49,0.087809,6.172256,0.00541979627104
296,"Kiribati",1951,50,0.039156,6.172256,0.00241680855936
296,"Kiribati",1951,51,0.011248,6.172256,0.00069425535488
296,"Kiribati",1951,52,0.004106,6.172256,0.00025343283136
296,"Kiribati",1951,53,0.002702,6.172256,0.00016677435712
296,"Kiribati",1951,54,0.001321,6.172256,8.153550176e-05
296,"Kiribati",1952,10,0.000351,6.212185,2.180476935e-05
296,"Kiribati",1952,11,0.004566,6.212185,0.0002836483671
296,"Kiribati",1952,12,0.021288,6.212185,0.0013224499428
296,"Kiribati",1952,13,0.080822,6.212185,0.0050208121607
296,"Kiribati",1952,14,0.206427,6.212185,0.01282362712995
296,"Kiribati",1952,15,0.438722,6.212185,0.0272542222757
296,"Kiribati",1952,16,0.847333,6.212185,0.05263789352605
296,"Kiribati",1952,17,1.499311,6.212185,0.09313997304535
296,"Kiribati",1952,18,2.369943,6.212185,0.14722524355455
296,"Kiribati",1952,19,3.269636,6.212185,0.2031158371466
296,"Kiribati",1952,20,4.114024,6.212185,0.2555707818244
296,"Kiribati",1952,21,4.689656,6.212185,0.2913301065836
296,"Kiribati",1952,22,4.975506,6.212185,0.3090876374061
296,"Kiribati",1952,23,5.065514,6.212185,0.3146791008809
296,"Kiribati",1952,24,5.001981,6.212185,0.31073231338485
296,"Kiribati",1952,25,4.873451,6.212185,0.30274779200435
296,"Kiribati",1952,26,4.723315,6.212185,0.29342106593275
296,"Kiribati",1952,27,4.614013,6.212185,0.28663102348405
296,"Kiribati",1952,28,4.552404,6.212185,0.2828037584274
296,"Kiribati",1952,29,4.502501,6.212185,0.27970369174685
296,"Kiribati",1952,30,4.451195,6.212185,0.27651646811075
296,"Kiribati",1952,31,4.365782,6.212185,0.2712104545367
296,"Kiribati",1952,32,4.243323,6.212185,0.26360307490755
296,"Kiribati",1952,33,4.092491,6.212185,0.25423311202835
296,"Kiribati",1952,34,3.910627,6.212185,0.24293538389995
296,"Kiribati",1952,35,3.681723,6.212185,0.22871544394755
296,"Kiribati",1952,36,3.396906,6.212185,0.2110220849961
296,"Kiribati",1952,37,3.082095,6.212185,0.19146544327575
296,"Kiribati",1952,38,2.743151,6.212185,0.17040961494935
296,"Kiribati",1952,39,2.384594,6.212185,0.1481353907789
296,"Kiribati",1952,40,2.002416,6.212185,0.1243937863896
296,"Kiribati",1952,41,1.627775,6.212185,0.10112039438375
296,"Kiribati",1952,42,1.26221,6.212185,0.0784108202885
296,"Kiribati",1952,43,0.941323,6.212185,0.05847672620755
296,"Kiribati",1952,44,0.67446,6.212185,0.041898702951
296,"Kiribati",1952,45,0.466381,6.212185,0.02897245052485
296,"Kiribati",1952,46,0.317187,6.212185,0.01970424323595
296,"Kiribati",1952,47,0.213087,6.212185,0.01323735865095
296,"Kiribati",1952,48,0.14536,6.212185,0.009030032116
296,"Kiribati",1952,49,0.088334,6.212185,0.0054874714979
296,"Kiribati",1952,50,0.039374,6.212185,0.0024459857219
296,"Kiribati",1952,51,0.011302,6.212185,0.0007021011487
296,"Kiribati",1952,52,0.004117,6.212185,0.00025575565645
296,"Kiribati",1952,53,0.002702,6.212185,0.0001678532387
296,"Kiribati",1952,54,0.00132,6.212185,8.2000842e-05
296,"Kiribati",1953,10,0.000356,6.261804,2.229202224e-05
296,"Kiribati",1953,11,0.004627,6.261804,0.00028973367108
296,"Kiribati",1953,12,0.021462,6.261804,0.00134390837448
296,"Kiribati",1953,13,0.081089,6.261804,0.00507763424556
296,"Kiribati",1953,14,0.206736,6.261804,0.01294540311744
296,"Kiribati",1953,15,0.438697,6.261804,0.02747034629388
296,"Kiribati",1953,16,0.846873,6.261804,0.05302952738892
296,"Kiribati",1953,17,1.49801,6.261804,0.0938024501004
296,"Kiribati",1953,18,2.36749,6.261804,0.1482475835196
296,"Kiribati",1953,19,3.266319,6.261804,0.20453049379476
296,"Kiribati",1953,20,4.110317,6.261804,0.25737999431868
296,"Kiribati",1953,21,4.686233,6.261804,0.29344272544332
296,"Kiribati",1953,22,4.972964,6.261804,0.31139725867056
296,"Kiribati",1953,23,5.063871,6.261804,0.31708967683284
296,"Kiribati",1953,24,5.00109,6.261804,0.3131584536636
296,"Kiribati",1953,25,4.873035,6.261804,0.3051399005514
296,"Kiribati",1953,26,4.723058,6.261804,0.29574863476632
296,"Kiribati",1953,27,4.613762,6.261804,0.28890473346648
296,"Kiribati",1953,28,4.552067,6.261804,0.28504151348868
296,"Kiribati",1953,29,4.502092,6.261804,0.28191217693968
296,"Kiribati",1953,30,4.450714,6.261804,0.27869498728056
296,"Kiribati",1953,31,4.365436,6.261804,0.27335504606544
296,"Kiribati",1953,32,4.243291,6.261804,0.26570656556964
296,"Kiribati",1953,33,4.093019,6.261804,0.25629682746276
296,"Kiribati",1953,34,3.911892,6.261804,0.24495500973168
296,"Kiribati",1953,35,3.683664,6.261804,0.23066381969856
296,"Kiribati",1953,36,3.399113,6.261804,0.21284579379852
296,"Kiribati",1953,37,3.08438,6.261804,0.1931378302152
296,"Kiribati",1953,38,2.745341,6.261804,0.17190787255164
296,"Kiribati",1953,39,2.386497,6.261804,0.14943776460588
296,"Kiribati",1953,40,2.003668,6.261804,0.12546576297072
296,"Kiribati",1953,41,1.628729,6.261804,0.10198781767116
296,"Kiribati",1953,42,1.263002,6.261804,0.07908670975608
296,"Kiribati",1953,43,0.942063,6.261804,0.05899013861652
296,"Kiribati",1953,44,0.675233,6.261804,0.04228176700332
296,"Kiribati",1953,45,0.467454,6.261804,0.02927105327016
296,"Kiribati",1953,46,0.318201,6.261804,0.01992512294604
296,"Kiribati",1953,47,0.214012,6.261804,0.01340101197648
296,"Kiribati",1953,48,0.146142,6.261804,0.00915112560168
296,"Kiribati",1953,49,0.088879,6.261804,0.00556542877716
296,"Kiribati",1953,50,0.039602,6.261804,0.00247979962008
296,"Kiribati",1953,51,0.011361,6.261804,0.00071140355244
296,"Kiribati",1953,52,0.004131,6.261804,0.00025867512324
296,"Kiribati",1953,53,0.002705,6.261804,0.0001693817982
296,"Kiribati",1953,54,0.001321,6.261804,8.271843084e-05
296,"Kiribati",1954,10,0.000365,6.302606,2.30045119e-05
296,"Kiribati",1954,11,0.004743,6.302606,0.00029893260258
296,"Kiribati",1954,12,0.021803,6.302606,0.00137415718618
296,"Kiribati",1954,13,0.081658,6.302606,0.00514658200748
296,"Kiribati",1954,14,0.207505,6.302606,0.0130782225803
296,"Kiribati",1954,15,0.43894,6.302606,0.0276646587764
296,"Kiribati",1954,16,0.846612,6.302606,0.05335861870872
296,"Kiribati",1954,17,1.496738,6.302606,0.09433349899228
296,"Kiribati",1954,18,2.36483,6.302606,0.1490459174698
296,"Kiribati",1954,19,3.262687,6.302606,0.20563430662322
296,"Kiribati",1954,20,4.106354,6.302606,0.25880731358524
296,"Kiribati",1954,21,4.682644,6.302606,0.29512860170264
296,"Kiribati",1954,22,4.970348,6.302606,0.31326145126888
296,"Kiribati",1954,23,5.062201,6.302606,0.31905058395806
296,"Kiribati",1954,24,5.000168,6.302606,0.31514088837808
296,"Kiribati",1954,25,4.872558,6.302606,0.30709813286148
296,"Kiribati",1954,26,4.7227,6.302606,0.297653173562
296,"Kiribati",1954,27,4.61338,6.302606,0.2907631646828
296,"Kiribati",1954,28,4.551582,6.302606,0.28686828022692
296,"Kiribati",1954,29,4.501547,6.302606,0.28371477131482
296,"Kiribati",1954,30,4.450128,6.302606,0.28047403433568
296,"Kiribati",1954,31,4.365015,6.302606,0.2751096972909
296,"Kiribati",1954,32,4.243209,6.302606,0.26743274502654
296,"Kiribati",1954,33,4.093524,6.302606,0.25799868923544
296,"Kiribati",1954,34,3.913158,6.302606,0.24663093089748
296,"Kiribati",1954,35,3.685626,6.302606,0.23229048541356
