"country_code","name","year","age","mxM","mxF","mxB"
296,"Kiribati",1950,66,0.05368783,0.04355532,0.04820612
296,"Kiribati",1950,67,0.05748205,0.0468215,0.05167468
296,"Kiribati",1950,68,0.06170514,0.05070011,0.05569305
296,"Kiribati",1950,69,0.06645433,0.05529344,0.06033717
296,"Kiribati",1950,70,0.07181719,0.06063026,0.06564867
296,"Kiribati",1950,71,0.07785274,0.06660605,0.07162136
296,"Kiribati",1950,72,0.08459968,0.0730942,0.07817061
296,"Kiribati",1950,73,0.09207507,0.07998189,0.08527754
296,"Kiribati",1950,74,0.1002724,0.08721785,0.09290226
296,"Kiribati",1950,75,0.10916213,0.09489967,0.10106475
296,"Kiribati",1950,76,0.11869027,0.10318361,0.10982629
296,"Kiribati",1950,77,0.12882941,0.11229003,0.11930252
296,"Kiribati",1950,78,0.13958105,0.12241168,0.12963546
296,"Kiribati",1950,79,0.15102257,0.13362082,0.14087304
296,"Kiribati",1950,80,0.16331373,0.1459093,0.15302569
296,"Kiribati",1950,81,0.17664005,0.15912103,0.16619413
296,"Kiribati",1950,82,0.19120984,0.17306939,0.18034303
296,"Kiribati",1950,83,0.2071458,0.18761961,0.19530089
296,"Kiribati",1950,84,0.22445083,0.2026904,0.21107878
296,"Kiribati",1950,85,0.24301892,0.21835987,0.22780659
296,"Kiribati",1950,86,0.26260469,0.23475313,0.2454147
296,"Kiribati",1950,87,0.28297227,0.25201814,0.26376004
296,"Kiribati",1950,88,0.30394477,0.27027605,0.28287318
296,"Kiribati",1950,89,0.32542987,0.28951919,0.30208828
296,"Kiribati",1950,90,0.34748333,0.30968063,0.32212716
296,"Kiribati",1950,91,0.37018155,0.33060492,0.34361864
296,"Kiribati",1950,92,0.39360067,0.35212005,0.36727639
296,"Kiribati",1950,93,0.41774907,0.37411623,0.38996579
296,"Kiribati",1950,94,0.44249325,0.39651167,0.41165121
296,"Kiribati",1950,95,0.46764028,0.41930081,0.42961988
296,"Kiribati",1950,96,0.49292826,0.44248882,0.44248932
296,"Kiribati",1950,97,0.5181145,0.46604713,0.46604845
296,"Kiribati",1950,98,0.54305571,0.48991675,0.51620924
296,"Kiribati",1950,99,0.56765549,0.51395397,0.54052285
296,"Kiribati",1950,100,0.61644029,0.56536235,0.59058534
296,"Kiribati",1951,0,0.17351828,0.14841737,0.1612922
296,"Kiribati",1951,1,0.03783614,0.038569,0.03819431
296,"Kiribati",1951,2,0.02405556,0.02453266,0.02429068
296,"Kiribati",1951,3,0.01552098,0.01584702,0.01568389
296,"Kiribati",1951,4,0.01032231,0.01056654,0.01044541
296,"Kiribati",1951,5,0.0071933,0.00739766,0.00729696
296,"Kiribati",1951,6,0.00533061,0.00552484,0.00542977
296,"Kiribati",1951,7,0.00424869,0.00445224,0.00435323
296,"Kiribati",1951,8,0.00364179,0.00387004,0.00375974
296,"Kiribati",1951,9,0.00334135,0.00360895,0.00348047
296,"Kiribati",1951,10,0.00324026,0.00355907,0.00340663
296,"Kiribati",1951,11,0.00327336,0.00365334,0.00347217
296,"Kiribati",1951,12,0.00339995,0.00384405,0.00363263
296,"Kiribati",1951,13,0.00358902,0.00409065,0.00385166
296,"Kiribati",1951,14,0.0038283,0.00437004,0.00411146
296,"Kiribati",1951,15,0.00411266,0.00466348,0.00439963
296,"Kiribati",1951,16,0.00444734,0.00496743,0.00471696
296,"Kiribati",1951,17,0.00484186,0.00528175,0.00506872
296,"Kiribati",1951,18,0.00529416,0.00560361,0.0054529
296,"Kiribati",1951,19,0.00579137,0.00592733,0.00586068
296,"Kiribati",1951,20,0.00629817,0.00623942,0.0062684
296,"Kiribati",1951,21,0.00676051,0.00652352,0.00664103
296,"Kiribati",1951,22,0.00713197,0.00676761,0.0069492
296,"Kiribati",1951,23,0.0073776,0.00696409,0.00717127
296,"Kiribati",1951,24,0.00750492,0.00712071,0.00731383
296,"Kiribati",1951,25,0.00755278,0.00725252,0.00740384
296,"Kiribati",1951,26,0.00757368,0.00738086,0.00747831
296,"Kiribati",1951,27,0.00762536,0.0075278,0.00757717
296,"Kiribati",1951,28,0.00773984,0.00770317,0.00772172
296,"Kiribati",1951,29,0.00793,0.00791059,0.0079204
296,"Kiribati",1951,30,0.00818803,0.0081399,0.00816415
296,"Kiribati",1951,31,0.00848723,0.00837502,0.00843124
296,"Kiribati",1951,32,0.00880419,0.00860227,0.00870268
296,"Kiribati",1951,33,0.00911959,0.00881021,0.00896304
296,"Kiribati",1951,34,0.00942944,0.00900045,0.0092109
296,"Kiribati",1951,35,0.00974791,0.00918146,0.00945699
296,"Kiribati",1951,36,0.01009388,0.0093662,0.00971704
296,"Kiribati",1951,37,0.0104907,0.00956889,0.01001028
296,"Kiribati",1951,38,0.01095063,0.00979247,0.01034374
296,"Kiribati",1951,39,0.0114685,0.0100329,0.01071281
296,"Kiribati",1951,40,0.01202743,0.01027588,0.0111031
296,"Kiribati",1951,41,0.01259364,0.01050202,0.01148956
296,"Kiribati",1951,42,0.01313935,0.01070443,0.01185519
296,"Kiribati",1951,43,0.01365415,0.01088608,0.01219742
296,"Kiribati",1951,44,0.01414704,0.01107396,0.01253591
296,"Kiribati",1951,45,0.01466103,0.0113108,0.01291184
296,"Kiribati",1951,46,0.01524536,0.01164159,0.0133695
296,"Kiribati",1951,47,0.01594998,0.01211366,0.01395431
296,"Kiribati",1951,48,0.01681232,0.01274661,0.01469895
296,"Kiribati",1951,49,0.01783046,0.0135379,0.01560069
296,"Kiribati",1951,50,0.01898341,0.01445208,0.01662413
296,"Kiribati",1951,51,0.02021406,0.0154204,0.01770832
296,"Kiribati",1951,52,0.02146099,0.01638547,0.01879857
296,"Kiribati",1951,53,0.02269516,0.01730483,0.01987074
296,"Kiribati",1951,54,0.02391141,0.01819234,0.02092534
296,"Kiribati",1951,55,0.02517082,0.01911976,0.02201064
296,"Kiribati",1951,56,0.02655719,0.02018316,0.02322976
296,"Kiribati",1951,57,0.02815803,0.02150299,0.02468823
296,"Kiribati",1951,58,0.03005771,0.02315905,0.02645253
296,"Kiribati",1951,59,0.03227921,0.02518177,0.02855386
296,"Kiribati",1951,60,0.03481725,0.02753868,0.03097928
296,"Kiribati",1951,61,0.03761257,0.0301086,0.03363744
296,"Kiribati",1951,62,0.0405785,0.03276556,0.03642009
296,"Kiribati",1951,63,0.04366117,0.03539882,0.03924975
296,"Kiribati",1951,64,0.04682455,0.03798056,0.04208665
296,"Kiribati",1951,65,0.05010776,0.04061031,0.04499027
296,"Kiribati",1951,66,0.05359304,0.04344572,0.04810198
296,"Kiribati",1951,67,0.05738417,0.04670781,0.05158069
296,"Kiribati",1951,68,0.06160366,0.05058056,0.05556919
296,"Kiribati",1951,69,0.06634845,0.05516599,0.06020872
296,"Kiribati",1951,70,0.07170587,0.06049294,0.06552915
296,"Kiribati",1951,71,0.07773484,0.06645766,0.07148525
296,"Kiribati",1951,72,0.08447399,0.07293437,0.07804787
296,"Kiribati",1951,73,0.09194049,0.07981102,0.08512747
296,"Kiribati",1951,74,0.10012804,0.08703676,0.092729
296,"Kiribati",1951,75,0.10900745,0.09470894,0.10088707
296,"Kiribati",1951,76,0.11852524,0.10298332,0.10964476
296,"Kiribati",1951,77,0.12865442,0.1120796,0.11911489
296,"Kiribati",1951,78,0.13939681,0.12219001,0.12941465
296,"Kiribati",1951,79,0.15082986,0.13338682,0.14065218
296,"Kiribati",1951,80,0.16311312,0.14566224,0.15286095
296,"Kiribati",1951,81,0.1764318,0.15886098,0.16597105
296,"Kiribati",1951,82,0.19099386,0.17279722,0.18006561
296,"Kiribati",1951,83,0.20692186,0.18733667,0.19510088
296,"Kiribati",1951,84,0.22421884,0.20239821,0.21087458
296,"Kiribati",1951,85,0.2427791,0.21805948,0.22745272
296,"Kiribati",1951,86,0.2623578,0.23444505,0.24496492
296,"Kiribati",1951,87,0.28271953,0.25170245,0.26335973
296,"Kiribati",1951,88,0.30368767,0.26995267,0.2824914
296,"Kiribati",1951,89,0.32517004,0.28918861,0.30235535
296,"Kiribati",1951,90,0.34722233,0.30934416,0.32228077
296,"Kiribati",1951,91,0.36992085,0.33026489,0.34297806
296,"Kiribati",1951,92,0.3933416,0.35177956,0.36506803
296,"Kiribati",1951,93,0.41749283,0.37377809,0.38930976
296,"Kiribati",1951,94,0.44224085,0.39617782,0.41242073
296,"Kiribati",1951,95,0.46739259,0.4189714,0.43439555
296,"Kiribati",1951,96,0.49268596,0.4421623,0.45251774
296,"Kiribati",1951,97,0.51787832,0.46572153,0.46572201
296,"Kiribati",1951,98,0.54282673,0.48959063,0.4895919
296,"Kiribati",1951,99,0.56743536,0.51362866,0.53948529
296,"Kiribati",1951,100,0.61625572,0.56507621,0.58960079
296,"Kiribati",1952,0,0.17289052,0.14780029,0.16066943
296,"Kiribati",1952,1,0.0376696,0.03837018,0.03801185
296,"Kiribati",1952,2,0.02395453,0.02440988,0.024177
296,"Kiribati",1952,3,0.01545876,0.01576994,0.01561208
296,"Kiribati",1952,4,0.01028268,0.01051644,0.01039946
296,"Kiribati",1952,5,0.00716668,0.00736331,0.00726577
296,"Kiribati",1952,6,0.00531143,0.00549954,0.00540684
296,"Kiribati",1952,7,0.00423366,0.004432,0.00433491
296,"Kiribati",1952,8,0.003629,0.00385246,0.00374375
296,"Kiribati",1952,9,0.00332963,0.00359251,0.00346546
296,"Kiribati",1952,10,0.00322886,0.00354279,0.00339204
296,"Kiribati",1952,11,0.00326183,0.0036366,0.00345737
296,"Kiribati",1952,12,0.00338802,0.00382647,0.00361738
296,"Kiribati",1952,13,0.00357654,0.00407207,0.00383611
296,"Kiribati",1952,14,0.00381518,0.00435042,0.00409535
296,"Kiribati",1952,15,0.00409882,0.00464285,0.0043831
296,"Kiribati",1952,16,0.00443265,0.00494578,0.00469992
296,"Kiribati",1952,17,0.00482611,0.00525905,0.0050505
296,"Kiribati",1952,18,0.00527713,0.00557978,0.00543319
296,"Kiribati",1952,19,0.00577281,0.0059023,0.00583923
296,"Kiribati",1952,20,0.00627797,0.00621316,0.00624493
296,"Kiribati",1952,21,0.00673872,0.00649612,0.0066158
296,"Kiribati",1952,22,0.00710881,0.00673921,0.00692244
296,"Kiribati",1952,23,0.00735345,0.0069349,0.00714346
296,"Kiribati",1952,24,0.00748014,0.00709091,0.00728589
296,"Kiribati",1952,25,0.00752764,0.00722223,0.00737571
296,"Kiribati",1952,26,0.00754825,0.00735008,0.00744994
296,"Kiribati",1952,27,0.00759954,0.00749643,0.00754854
296,"Kiribati",1952,28,0.00771342,0.00767108,0.00769251
296,"Kiribati",1952,29,0.00790274,0.00787762,0.00789033
296,"Kiribati",1952,30,0.00815972,0.00810597,0.00813313
296,"Kiribati",1952,31,0.00845782,0.00834015,0.00839945
296,"Kiribati",1952,32,0.00877371,0.00856654,0.00867032
296,"Kiribati",1952,33,0.00908816,0.00877378,0.00893011
296,"Kiribati",1952,34,0.00939719,0.00896347,0.00917769
296,"Kiribati",1952,35,0.00971485,0.00914399,0.00942396
296,"Kiribati",1952,36,0.01005993,0.00932827,0.00968405
296,"Kiribati",1952,37,0.01045567,0.00953042,0.00997633
296,"Kiribati",1952,38,0.01091427,0.0097534,0.01030895
296,"Kiribati",1952,39,0.01143061,0.00999323,0.01067695
296,"Kiribati",1952,40,0.01198794,0.01023571,0.01106488
296,"Kiribati",1952,41,0.01255268,0.01046161,0.01144818
296,"Kiribati",1952,42,0.01309724,0.01066409,0.01181151
296,"Kiribati",1952,43,0.01361125,0.01084609,0.01215114
296,"Kiribati",1952,44,0.01410366,0.01103445,0.01248622
296,"Kiribati",1952,45,0.01461726,0.0112716,0.01286054
296,"Kiribati",1952,46,0.015201,0.01160228,0.01331895
296,"Kiribati",1952,47,0.0159046,0.01207356,0.01390689
296,"Kiribati",1952,48,0.01676536,0.01270494,0.01464911
296,"Kiribati",1952,49,0.01778141,0.01349393,0.0155483
296,"Kiribati",1952,50,0.01893196,0.01440534,0.01657563
296,"Kiribati",1952,51,0.02016027,0.01537083,0.01766104
296,"Kiribati",1952,52,0.02140527,0.01633337,0.01874785
296,"Kiribati",1952,53,0.02263809,0.01725075,0.01980508
296,"Kiribati",1952,54,0.02385358,0.01813676,0.02085018
296,"Kiribati",1952,55,0.02511247,0.01906275,0.02194489
296,"Kiribati",1952,56,0.02649811,0.02012426,0.02315948
296,"Kiribati",1952,57,0.0280976,0.02144114,0.02461192
296,"Kiribati",1952,58,0.02999494,0.02309285,0.02638467
296,"Kiribati",1952,59,0.03221307,0.02510975,0.02848853
296,"Kiribati",1952,60,0.03474684,0.02745969,0.03090885
296,"Kiribati",1952,61,0.03753736,0.03002233,0.03356086
296,"Kiribati",1952,62,0.04049852,0.0326725,0.03633786
296,"Kiribati",1952,63,0.04357677,0.03530023,0.03915505
296,"Kiribati",1952,64,0.04673635,0.03787787,0.0419878
296,"Kiribati",1952,65,0.05001631,0.04050441,0.04489892
296,"Kiribati",1952,66,0.0534986,0.04333672,0.04799831
296,"Kiribati",1952,67,0.05728664,0.04659473,0.05147326
296,"Kiribati",1952,68,0.06150253,0.05046166,0.05547121
296,"Kiribati",1952,69,0.06624294,0.05503921,0.06007878
296,"Kiribati",1952,70,0.07159494,0.06035634,0.06539322
296,"Kiribati",1952,71,0.07761733,0.06631004,0.07135716
296,"Kiribati",1952,72,0.08434871,0.07277538,0.07790238
296,"Kiribati",1952,73,0.09180635,0.07964103,0.08499628
296,"Kiribati",1952,74,0.09998414,0.08685659,0.0925698
296,"Kiribati",1952,75,0.10885326,0.09451916,0.10070362
296,"Kiribati",1952,76,0.11836073,0.10278402,0.10945749
296,"Kiribati",1952,77,0.12847997,0.11187019,0.11892407
296,"Kiribati",1952,78,0.13921314,0.1219694,0.12921748
296,"Kiribati",1952,79,0.15063775,0.13315395,0.14042103
296,"Kiribati",1952,80,0.16291311,0.14541635,0.15262973
296,"Kiribati",1952,81,0.17622417,0.15860213,0.16579647
296,"Kiribati",1952,82,0.19077852,0.1725263,0.1798333
296,"Kiribati",1952,83,0.20669856,0.18705501,0.19481222
296,"Kiribati",1952,84,0.2239875,0.20210731,0.21067294
296,"Kiribati",1952,85,0.24253994,0.21776041,0.22724925
296,"Kiribati",1952,86,0.26211159,0.23413831,0.24459441
296,"Kiribati",1952,87,0.28246747,0.25138811,0.26288582
296,"Kiribati",1952,88,0.30343125,0.26963066,0.28207599
296,"Kiribati",1952,89,0.32491088,0.28885941,0.30196312
296,"Kiribati",1952,90,0.346962,0.30900907,0.32256817
296,"Kiribati",1952,91,0.3696608,0.32992624,0.3431456
296,"Kiribati",1952,92,0.39308317,0.35144043,0.36441609
296,"Kiribati",1952,93,0.4172372,0.37344127,0.38702978
296,"Kiribati",1952,94,0.44198906,0.39584525,0.41175339
296,"Kiribati",1952,95,0.46714547,0.41864325,0.43520789
296,"Kiribati",1952,96,0.49244422,0.44183701,0.45739583
296,"Kiribati",1952,97,0.51764267,0.46539714,0.47565438
296,"Kiribati",1952,98,0.54259826,0.48926572,0.48926618
296,"Kiribati",1952,99,0.56721571,0.51330454,0.51330576
296,"Kiribati",1952,100,0.61607155,0.56479111,0.58862478
296,"Kiribati",1953,0,0.17215074,0.14708404,0.1599408
296,"Kiribati",1953,1,0.03747351,0.03813966,0.03779894
296,"Kiribati",1953,2,0.02383554,0.02426749,0.02404649
296,"Kiribati",1953,3,0.01538547,0.01568053,0.0155296
296,"Kiribati",1953,4,0.010236,0.01045833,0.01034553
296,"Kiribati",1953,5,0.00713532,0.00732345,0.0072293
296,"Kiribati",1953,6,0.00528883,0.0054702,0.00538022
296,"Kiribati",1953,7,0.00421595,0.00440852,0.00431361
296,"Kiribati",1953,8,0.00361393,0.00383207,0.00372528
296,"Kiribati",1953,9,0.00331581,0.00357344,0.00344809
296,"Kiribati",1953,10,0.00321542,0.00352391,0.0033748
296,"Kiribati",1953,11,0.00324825,0.00361718,0.00343998
296,"Kiribati",1953,12,0.00337396,0.00380607,0.00359937
296,"Kiribati",1953,13,0.00356183,0.00405051,0.00381742
296,"Kiribati",1953,14,0.00379972,0.00432765,0.0040762
296,"Kiribati",1953,15,0.0040825,0.0046189,0.00436321
296,"Kiribati",1953,16,0.00441534,0.00492067,0.00467934
296,"Kiribati",1953,17,0.00480755,0.00523271,0.00502895
296,"Kiribati",1953,18,0.00525704,0.00555213,0.00540996
296,"Kiribati",1953,19,0.00575094,0.00587325,0.005814
296,"Kiribati",1953,20,0.00625415,0.00618269,0.0062175
296,"Kiribati",1953,21,0.00671302,0.00646431,0.00658622
296,"Kiribati",1953,22,0.0070815,0.00670624,0.00689134
296,"Kiribati",1953,23,0.00732497,0.00690102,0.00711116
296,"Kiribati",1953,24,0.00745093,0.00705633,0.00725291
296,"Kiribati",1953,25,0.007498,0.00718706,0.00734279
296,"Kiribati",1953,26,0.00751828,0.00731435,0.00741682
296,"Kiribati",1953,27,0.00756911,0.00746002,0.00751499
296,"Kiribati",1953,28,0.00768228,0.00763383,0.00765831
296,"Kiribati",1953,29,0.0078706,0.00783936,0.00785517
296,"Kiribati",1953,30,0.00812636,0.0080666,0.00809683
296,"Kiribati",1953,31,0.00842315,0.00829968,0.00836206
296,"Kiribati",1953,32,0.00873779,0.00852508,0.00863226
296,"Kiribati",1953,33,0.00905112,0.00873151,0.0088916
296,"Kiribati",1953,34,0.00935917,0.00892053,0.0091386
296,"Kiribati",1953,35,0.00967588,0.00910051,0.00938462
296,"Kiribati",1953,36,0.01001992,0.00928423,0.00964492
296,"Kiribati",1953,37,0.01041438,0.00948576,0.00993713
296,"Kiribati",1953,38,0.0108714,0.00970805,0.0102684
296,"Kiribati",1953,39,0.01138595,0.00994717,0.01063525
296,"Kiribati",1953,40,0.01194138,0.01018907,0.01102189
296,"Kiribati",1953,41,0.0125044,0.01041468,0.01140256
296,"Kiribati",1953,42,0.01304759,0.01061724,0.01176251
296,"Kiribati",1953,43,0.01356067,0.01079966,0.01209991
296,"Kiribati",1953,44,0.01405252,0.01098856,0.0124324
296,"Kiribati",1953,45,0.01456563,0.01122607,0.01280306
296,"Kiribati",1953,46,0.01514868,0.01155661,0.01325948
296,"Kiribati",1953,47,0.01585108,0.01202696,0.01384761
296,"Kiribati",1953,48,0.01670996,0.01265652,0.0145923
296,"Kiribati",1953,49,0.01772355,0.01344285,0.01548804
296,"Kiribati",1953,50,0.01887128,0.01435103,0.01651196
296,"Kiribati",1953,51,0.02009681,0.01531323,0.01760116
296,"Kiribati",1953,52,0.02133954,0.01627283,0.0186894
296,"Kiribati",1953,53,0.02257076,0.01718792,0.01974341
296,"Kiribati",1953,54,0.02378535,0.01807218,0.0207731
296,"Kiribati",1953,55,0.02504362,0.01899648,0.02185781
296,"Kiribati",1953,56,0.02642839,0.02005579,0.02308189
296,"Kiribati",1953,57,0.02802627,0.02136924,0.0245285
296,"Kiribati",1953,58,0.02992084,0.02301589,0.02629337
296,"Kiribati",1953,59,0.03213499,0.02502604,0.0284041
296,"Kiribati",1953,60,0.03466372,0.02736788,0.03082515
296,"Kiribati",1953,61,0.03744858,0.02992204,0.03347063
296,"Kiribati",1953,62,0.04040409,0.03256433,0.03624079
296,"Kiribati",1953,63,0.04347712,0.03518561,0.03905237
296,"Kiribati",1953,64,0.04663222,0.03775848,0.04187254
296,"Kiribati",1953,65,0.04990833,0.04038129,0.04477965
296,"Kiribati",1953,66,0.05338707,0.04320998,0.04788694
296,"Kiribati",1953,67,0.05717146,0.04646324,0.05134775
296,"Kiribati",1953,68,0.0613831,0.05032337,0.05533993
296,"Kiribati",1953,69,0.06611831,0.05489177,0.05995462
296,"Kiribati",1953,70,0.0714639,0.06019747,0.06523394
296,"Kiribati",1953,71,0.07747852,0.06613834,0.07118912
296,"Kiribati",1953,72,0.08420073,0.07259044,0.07773998
296,"Kiribati",1953,73,0.09164789,0.07944329,0.08481421
296,"Kiribati",1953,74,0.09981415,0.086647,0.09240226
296,"Kiribati",1953,75,0.10867112,0.09429837,0.10050505
296,"Kiribati",1953,76,0.11816638,0.10255214,0.10923172
296,"Kiribati",1953,77,0.12827388,0.11162653,0.11869315
296,"Kiribati",1953,78,0.13899615,0.12171268,0.12898119
296,"Kiribati",1953,79,0.15041076,0.13288293,0.14017618
296,"Kiribati",1953,80,0.1626768,0.14513017,0.15234866
296,"Kiribati",1953,81,0.17597883,0.15830086,0.16551353
296,"Kiribati",1953,82,0.19052404,0.17221095,0.17960787
296,"Kiribati",1953,83,0.20643469,0.18672715,0.194527
296,"Kiribati",1953,84,0.22371411,0.20176867,0.21032598
296,"Kiribati",1953,85,0.2422573,0.21741223,0.22700047
296,"Kiribati",1953,86,0.26182059,0.23378116,0.24434345
296,"Kiribati",1953,87,0.28216954,0.2510221,0.26244888
296,"Kiribati",1953,88,0.30312815,0.26925569,0.28152922
296,"Kiribati",1953,89,0.32460452,0.28847605,0.30148246
296,"Kiribati",1953,90,0.34665424,0.30861883,0.32211418
296,"Kiribati",1953,91,0.36935336,0.32953183,0.34339801
296,"Kiribati",1953,92,0.39277763,0.35104543,0.36454609
296,"Kiribati",1953,93,0.41693496,0.37304895,0.38631364
296,"Kiribati",1953,94,0.44169133,0.39545784,0.40934744
296,"Kiribati",1953,95,0.46685326,0.41826097,0.43447832
296,"Kiribati",1953,96,0.49215837,0.44145803,0.45818891
296,"Kiribati",1953,97,0.517364,0.46501919,0.48051638
296,"Kiribati",1953,98,0.54232807,0.48888715,0.49891678
296,"Kiribati",1953,99,0.56695595,0.51292689,0.51292733
296,"Kiribati",1953,100,0.61585375,0.56445892,0.57666567
296,"Kiribati",1954,0,0.17121655,0.14619975,0.15903141
296,"Kiribati",1954,1,0.03722614,0.03785543,0.03753358
296,"Kiribati",1954,2,0.02368541,0.02409189,0.02388393
296,"Kiribati",1954,3,0.01529296,0.01557026,0.01542836
296,"Kiribati",1954,4,0.01017706,0.01038664,0.01027942
296,"Kiribati",1954,5,0.00709572,0.00727428,0.00718368
296,"Kiribati",1954,6,0.00526028,0.00543399,0.00534704
296,"Kiribati",1954,7,0.00419357,0.00437954,0.00428728
296,"Kiribati",1954,8,0.0035949,0.00380691,0.00370241
296,"Kiribati",1954,9,0.00329835,0.00354991,0.00342674
296,"Kiribati",1954,10,0.00319846,0.00350061,0.00335358
296,"Kiribati",1954,11,0.00323109,0.00359321,0.00341815
296,"Kiribati",1954,12,0.00335619,0.0037809,0.00357687
296,"Kiribati",1954,13,0.00354325,0.00402391,0.00379394
296,"Kiribati",1954,14,0.00378019,0.00429956,0.00405176
296,"Kiribati",1954,15,0.0040619,0.00458936,0.00433806
296,"Kiribati",1954,16,0.00439346,0.00488967,0.00465307
296,"Kiribati",1954,17,0.0047841,0.0052002,0.00500143
296,"Kiribati",1954,18,0.00523167,0.005518,0.00538074
296,"Kiribati",1954,19,0.0057233,0.00583738,0.00578241
296,"Kiribati",1954,20,0.00622406,0.00614508,0.00618334
296,"Kiribati",1954,21,0.00668056,0.00642505,0.0065495
296,"Kiribati",1954,22,0.007047,0.00666555,0.0068525
296,"Kiribati",1954,23,0.00728899,0.00685919,0.00707115
296,"Kiribati",1954,24,0.00741403,0.00701362,0.00721205
296,"Kiribati",1954,25,0.00746055,0.00714365,0.0073015
296,"Kiribati",1954,26,0.00748042,0.00727024,0.0073755
296,"Kiribati",1954,27,0.00753068,0.00741508,0.00747316
296,"Kiribati",1954,28,0.00764295,0.00758785,0.00761561
296,"Kiribati",1954,29,0.00783001,0.00779212,0.00781126
296,"Kiribati",1954,30,0.00808422,0.00801798,0.0080515
296,"Kiribati",1954,31,0.00837937,0.00824971,0.0083153
